V160001,V161072 - PRE: What is it that R dislikes about Democratic Pres cand
302236,"Honesty, lack of judgement, her pay to play & she is a Clinton//"
302238,
302239,"I don't like that she stayed with Bill because he treated her horribly//I don't like thinking about him being back in the White House//but I do sort of think when he was president, she was a strong force and even running alot of things in the background//"
302240,
302244,I just don't think shes fit
302245,
302246,
302252,
302253,EMAILS SCANDAL//
302254,
302261,"She is been layng for decades and she is corrupt//she has in her roll in the govermente she never done a good job//she seems entirol to became a president but she is uncualfied to be president because she is untrustwordy//she has health issues that is obius and she is lying to americans about it//there is more, Hillary is desesperate to be a president a any cost against america// I will love to a woman to be a president but she is not definitely the right person to be president//"
302262,
302264,"I don't feel thatshe has the right to occupy the whitehouse.  According to our laws, we say eight years, and she's coming back for another eight years.  I don't think she stayed silent when Bill was in there.  I think women are overstepping their boundaries.  I can see equal pay and all that, but I can't see women taking total command."
302265,
302266,It would have to be a glaring thing that pops out at me but I haven't heard anything
302267,
302269,
302273,just don't like her
302275,dishonesty. \\
302283,
302286,
302290,
302291,she lacks sincereity - the concept of career politicans is off ptting - her concepts seem stagnick -
302295,
302299,Emails
302308,her policies jus spend spend spend//
302312,she lies doesn't want to keep the country safe she is a spender
302313,a lilttle alarmed about the new emails and investigations//
302317,"dishonest, email/too many major things/people turn up dead//"
302321,
302325,
302328,
302331,"trustworthiness,hawkish and trade policies"
302333,She's a liar. //
302337,
302341,Dishonesty.//
302344,She lies and she's corrupt//
302345,"The shadiness.// Um, Just the lying and instead of like talking about how you are going to rectify the problems they are harping on each others problems. This goes both ways.//No"
302347,"I don't think you are going to type all that. Oh my god, I will sum it up this way....I believe Hilary Clinton is possibly the most corrupt and evil person to ever run for high office in the US. I guess that 's the best way to sum up how I feel about her.// I think that sums it up. I can go on for an hour but I don't think you'd type all that.//no maam."
302358,EMAILS WERE A CONCERN 6 MONTHS AGO BUT IT HAS BEEN OVERPLAYED//HER HUSBAND IT WOULD BE BETTER IF SHE WEREN'T MARRIED TO CLINTON//SHE SHOULD BE ELECTED ON HER OWN MERITS//HE IS AN INAPPROPRIATE INFLUENCE
302361,been in there too much and lies too much and in trouble with emails.
302363,"she doesn't have the backbone to run the united states since she did not leave her husband when he cheated and there are so many lies that have been told by her, think they are both going to run us into the ground"
302364,"Everything, Gender not included.//"
302365,lies believes in aboxstion//
302369,
302372,
302374,
302375,I DON'T LIKE HER//I THINK SHE IS A CROOK//
302378,Do not like her think she lied about scandal Benghazi//Lied about cell phone and lied about it//
302380,
302382,
302385,"I don't like her//There's too much going on in her category, the scandals and such//"
302388,
302389,
302390,her lies and not backing up the military causing people to die on her watch//
302392,her deceit //he lies//
302393,te lying going on//
302396,
302400,
302402,She is a liar she has no integrity// and she thinks its ok to kill unborn babies and that is not ok with me
302403,She's a democrate.
302404,
302405,she doesnt seem very truthful
302406,
302408,i don't agree with abortion//
302414,"The lies, but they both have lies, so I don't trust either of them.//When it comes to emails, she's not very smart."
302417,The fact that she has links to Al Queda.//
302420,THE EMAIL PROBLEM//THE BEN GAZI SITUATION AND THE LYING THAT WENT ON THERE//THE FUND RAISING BOTHERS ME//
302421,I'M NOT LIBERAL MY RELIGIOUS BELIEFS IT'S MOSTLY JUST BECAUSE SHE IS A DEMOCARAT AND I'M NOT//
302424,I don't think she is qualified\\
302425,
302428,she has done a lot o things that has been done wrong and I don't like it//
302430,she has been known to change her policy on public opionion based on public opinion based on a change of her when she is just playing politics/out of touch with the middle class\
302434,
302435,
302443,"I dont feel she is a truthful person, I dont trust her, I dont think she cn handle the tough decesions"
302445,She is a liar. She is dishonest she is greedy//
302446,"THE REASON WHY, HOW CAN I PUT IT, WHAT IS THE QUESTION AGAIN//SHE CAN BE DESONESTH//AND THIS IS BASE ON WHAT I HAVE BEEN LISTENING IN RADIO AND TV IN THE LAST 2 MONTHS// I HAVE BEEN NEVER INTO CANDIDATES OR PRESIDENTIALS//"
302447,
302449,
302450,everything about her//
302452,
302456,
302459,
302461,
302462,"I feel that she is dishonest untrustworthy, that her marriage is a partnership a business relationship I don't like what she did with the whole email scandel with cell phone deleting emails from her private server and what hapened in Ben gazi. It was said she had received several phone calls on her cell phone that evening and she somehow didn't hear it or slept thru it and didn't answer the phone and our troops were killed. I don't like her policy on helath care or taxes. I don't like that she does not seem to want to follow the declaration of independence. That if she were to become president i am affaid how she would make decisions. I feel that the clintons are out for themsleves they are self serving. And she does the same thing that obama does not using the word isis when we have been attacked and proven that its beeen them. That she and obama sweep these acts terorism under the rug not calling it isis until so much news coverage so much proof has come forward that eventially state perhaps a form of isal"
302463,SHE IS A THIEF//AND A LIAR//
302465,the background with the females /she hasnt made a comment negitive or positive about medicare and social security/
302467,
302469,"I would just say, I just honestly don't think she is trustworthy, and I think her ideals, I have not seen her have a positive impact.  I can't recall anything she has done.  From Bengazi to the e-mail and the fidelity issues, I'm not a fan of the family.// She just seems very condescending to people.  She speaks down to people.  She hides behind it.  I don't think she's going to be able to think on her feet.//"
302470,"The email scandal. and lets see, she has some other things in her past , we can skip that. I donmt know about her husband being in white house since he had a scandal himself and the clinton foundation im not sure whats going on there , accepting money ffor votes.//"
302471,biggest liar there ever was keeping too many secrets
302476,A lot of publications that I've read deaths that wer e claiming to be by her hand. don t always know  what's true or lies or fabricateed//
302477,i think she's a liar & decieving. // She's for abortions & late term abortions. I really thinke she's probably a very New age type/ Non-Christian Person. She's how thw culture is heading toward ..corruption of Morals and Values. I don't think she's protected this country or the military as what we are.
302480,DIAHONESTY
302489,
302491,don't trust her
302492,
302493,texting back worth to other countries/then they said she was lying/if she gets in office and she lies about that she might lie about something else//
302494,
302496,
302498,She has a lot secrets stuff coming out of her past
302501,the reason email scandals emails were deleted from server the fact that she kept email servers in her basement and used without discretion//
302506,the lies
302509,"Um, like I said, her support of things like fracking; even though it's scientifically proven that fracking is detrimental to our enviromnet; and her support of Wall Street and corporate, especially banks, is especially worrying to me. She supposedly supports Black Lives Matter, and she says she supports BLM, but she's been quoted not really knowing how to translate her supposed understanding into policy. SO she sort of throws it back to the people of color, and that' s worrying because she's the one who needs to set the policy. // I got a little off track when I was talking about the big banks, specifically I know there are a lot of big banks supporting things like the pipeline through Native American territory. If you look at the history of our country, we've already caused a lot of pain in genocide and ethnocide and things like that. I just think it's really irresponsible to be supporting companies who are doing that. //"
302513,SEVERAL ISSUES. ILL JUST SAY EMAIL DISHONESTY. BEN GOZZY. AND DEPLORABLES. MAJOR CONTIBUTORS ARE WALLSTREET. HILLARY CLINTON ALSO HAS BEEN THERE 30 YEARS AND I HAVE NOT SEEN IMPROVEMENT TO MY JOB OR MY LIFE DURING HER ADMINISTRATIONS. SHE WILL GIVE AID AND BENEFITS TO NON AMERICANS AT THE COST OF NEEDY AMERICANS GOING WITH OUT ASSISTANCE. SHE HAS NO DESIRE OR PLAN TO REDUCE OR ELIMINATE NATION DEBT. SHE WAS DEMEANING TO WOMEN IN THE PRESIDENT CLINTON COVERUP OF MONICA LEWWINSKY//
302516,when all the people got killed she ignored the telegrams sent so i dont kn ow if i want to vote for here and the lady whose son got killed there and Hillary didnt respond to their call for help
302522,
302526,I don't feel women can run a country. we are too sentimental.\\
302527,"SHE IS A LIBERAL, SHE IS DISHONEST PERSON AND I THINK SHE WILL BE HARMFUL TO OUR COUNTRY\\"
302529,I don't necessarily trust her. I just don't think she is going to bring the country down.//
302531,Everything she stands for.//
302532,She is very deceiving and not very honest I dont trust her//
302535,"don;t like her long careers in pliticsm seems untrutworthy, fon't believe she has een honest on most p9olicies and don't like her stance on gun control//"
302539,the trust thing
302540,
302542,liar//dishonesty
302543,Her email scandel. We don't know what she is hiding and she makes it seem that she is not trustworthy. //
302545,
302557,her lack of transperancy//
302558,
302559,
302562,"Mostly her foreign policy. As Secretary of State, I don't think she did that great of a job. It seems like all our efforts in Iraq and iran and the middle east things have gotten worse. I have a feeling it is the people we put in power in that area and she was obviously a big part in choosing those people.//No"
302564,not legalizing marijuana
302566,Her husband. He was a good politician but he let other things get in his way if you know what i mean. //
302568,
302569,Lack of trustworthyness//
302574,
302576,benegazi
302579,"Obama , a continuation of Obama. Just more of that and Im kinda tired of her. I want to see a change and I don't think there will be a change with Hilary. so the onlyother  option for us is Donald.//"
302580,"I feel that she's dishonest, and i suspect that shes corrupt, takes bribes from major corporations -- i dont think I can trust her as a candidate"
302581,She's Hillary Clinton National I don't trust her for Nationa Security & to do wright by the nation//
302583,no integrity//
302584,she wnts this country run to the ground//just dont care for her
302585,"Unfortunately if it effected me directly it would be her dishonesty,//"
302586,
302587,"Dishonesty, so many scandals. Some of her political views on gun control//"
302593,Her open door immigration policy//Her history with Benghazi and deleted emails
302595,"If there was a more qualified candidate opposing her... I wish she was a little more transparent. Would support her privacy. She seems to be really private about a lot of things on some things that I think a lot of people in the country should know. The occupation she has, Secretary of State, there's a lot we shouldn't know because it's national security. She seems a little too private and I wish she had  a little more energy about her. //"
302602,
302604,loss of trust
302606,"The perceptions about the e-mail scandal gives me a little bit of a doubt on her verocity, but I think that's more about politial tactics than about anything she did or didn't do.//"
302610,Her stand on every issue that there is.//
302612,"yeah, all her gmails.  I don't think she's honest//"
302613,
302614,
302615,lies alot
302621,
302626,She belongs in jail. She has broken our laws and has no business to rule over other people and as of late I wonder about her health.//
302627,not truthful
302629,everthing ablut her//for abortion//
302632,
302634,
302639,"her lyes on the internet and security that is one example another major one was she was an attorney and she went to lawsuit filed, fighting against a young girl that was raped and she had been raped and beat by him and she defended this guy she was fine with this and consented to the sex they way she talked and felt about the situation made me upset, should be protecting people, my research hilary rodman was a member not militia people that are bad that kill mofia  family may not be her directly but have done a lot of illegal things that is her background so we do research not sure whether to believe or not but did research and were a member of the mofia and do things illegally"
302643,
302645,
302648,
302651,
302652,The politicial connections she has//
302653,She is dishonest I think she has been responsible for the death of many Americans in the Bengazi situation.  I think the Clintons in general are opportunistic and greed in money has driven them to many discisions.//
302657,
302659,
302660,Don't think that she is extremely honest/
302661,national scurity
302664,I think she is a liar.//
302665,
302667,I have issues trusting her and that she'll follow through with what she says she'll do //
302669,lot of baggage
302671,"Everything.Cant handle the lying,not healthy//"
302673,
302675,"the proof about the emails, the ties with the banks her staands on welfare and immigration//"
302678,
302679,"trust issues, change, //"
302680,The news about what happened over seas
302684,i think her policies are a little strange
302699,dishonesty//
302707,everyting//she is a liberal to the fullest I dont believe anything that she says//well that sums it up I don't trust her//
302709,
302710,too many secrets/
302713,Her killing abortion. That she's trying to get people jobs who don't even have papers. That will seriously destroy our country. //
302714,"Fact that she sided with Obama, hung the marins out to dry overseas//She is a democrat as is Obama//"
302717,"She is very unreialbel and dishonest, i woul dlike to see someone new not someone who has been in politicis for 100 years and she is a liberal democrate//i dont' like her.//"
302719,
302720,
302722,":\\she does tend to change things opinions such as trade policies, it gets overblown over time, she is going to spend most of her presidency being over attacked from Congress"
302723,She would not turn over those emails. That tells me she's got something to hide. and I don't trust her//I don't likke what she stands for//
302724,
302726,"Everything. She has no ethics.// She has no morals//I don't like her socialist ideology//Well, I guess lying, being a liar would come under ethics and truthworthy. I also think the Clinton Foundation is nothing but a bunch of thieves//I think that pretty much covers it."
302730,
302731,
302733,
302734,DOES NOT TRUST HER
302736,all those emails that disappeared. //
302739,"SHE'S KIND OF A HIPPOCRITE, THERE'S A LOT OF THINGS THAT OTHER PEOPLE IN THE MEDIA WOULD BE CRUSIFIED FOR AND SHE BRUSHES IT OFF//"
302741,"She is a liar, she lies too much, I think like Donald there are things she is covering up that are not culture//"
302746,"her dishonesty and lying and the way the clintons have had themselves above the law for years, all the way back to when Clinton was in the white house. Like the laws of the country do no apply to them. I was appauled how Bill Clinton conducted himself with Monica Lewinsky and it's just continued/have no respect for them"
302751,
302752,"Her emails, not careful with confidential information, Her experience gave her competitive advantage over Bernie, calling African Americans criminals, how she changes sides to who ever is winning//"
302754,I don't think she is honest in everything she says//I do not accept her explanations about the emails//I do not believe she is completely innocent in Bengazi issue
302755,The 'quote' Clinton machine persona that her campaign has. Disingenuine. //
302757,I don't like where she stands on abortion and I think that's probably the main one that jumps at me. Some of the things she has said about her thoughts on abortion and also ....it just left me. Give me a sec. I don't think she can be trusted.
302760,
302761,
302764,"I question . ou go ahead and do it and apologize later.//There are some things I worry about the family. She is a typical politician, you cant believe anyone anymore."
302765,30 years of corputation conflict//
302770,"Corrupt, been in office way to long, promised people who funded things, doesn't follow through//"
302771,"whitewater, trail of dead people they have left behind in their wake, her trying to get national healthcare passed in the early 90's/ he response to Bengazzi before Congress, he defiant attitude about things, like she is above the law or whatever, nothing to do about her being a awoman either."
302774,
302779,
302781,FOREIGN POLICY//
302782,email bengazi i do not understand person running for president can say only 4 people and she wants to take guns away and cirminals will not give up guns ..i have a [REDACTED RELATIVE] just murdered  they only way they can defend themselves.
302785,
302786,"her criminal actions in the past, her stance on abortion, her policies in general //"
302787,I'm a Catholic and I don't like the question on Abortion and the way she's handling it// I think she should have taken Sanders as Vice President//
302790,she lies and stealing
302791,no trust in her//constantly getting in trouble
302793,rumors people think that she is dishonest
302795,
302798,for what she did in Bengazi//
302800,
302805,
302806,I do think that the email are big because she isn't a trust worthy candidate. I dont think she would select anyone I like onto the supreme court. Shee is going to nominate at least 2 justices. In her 4 years she will be able to get another one.//
302809,
302810,
302812,
302813,
302815,she lies all the time and i think she's stealing money and i think she's a criminal and i don't think she should be allowed to run she should be in jail her health//
302816,Everything that she says and has done. I think she is self motivated to do what is in her best interest.
302821,"from lwhat I hear fromtv just what she wanats to do about letting the immigrants in, jshe is talking about closing the coal mines, social security scare me a little bit, i just don't think she is trustworthy//"
302830,That she is doing to much drama and teather on some actions
302835,
302836,
302840,not liberal enough
302841,she has health problems\\
302843,"70 people that she was instrumental in their death, email cover ups, illegel real estate, illegel activitie in the client foundation, probably has parkinson disease, having seizures and falling down, total dishonest, complette liar//"
302844,
302850,I HAVE TRUST ISSUES WITH HER//
302851,"Taking coal away, industry jobs, I just don't think she's good for the working man I think she's for handouts, I'm a working man, I don't take handouts, I think she and Obama are in cahoots and he promised us everything and he took it away from us and she will probably do the same thing and take the rest of it away//"
302852,Theres been a lot of news about buy offs by big coroporation//
302856,"Has been around government and politics for the last 30 years and her husband and never have i seen her stand behind what she says, she is a kiss ass.//"
302861,
302864,I think she's dishonest//I think she believes that her motives are above the law and I think that she is excessively driven by an appetite for power.//
302865,
302866,"Benghazi, dont trust her//"
302867,she is a liar//she has done a lot of dishonest things she is not honest
302871,I don't think she's honest //
302872,she is dishonest i think - i just don't trust her -
302873,she's a criminal
302874,I don't trust her.//I don't like what she stand for.  I think she is a liar.// I just don't think Hillary will do anything different that the last 8 years we have been through as a Democrat.//
302876,
302877,Some of the lies that she has told and some of her internet issues.
302878,LIST IS AT LEAST AS LONG
302880,I question her ethics. Too many stories. \\
400002,
400004,
400006,
400007,
400009,to many answered/covered up answers
400015,
400016,
400017,
400018,
400021,
400028,
400033,dishonest
400035,"dishonest, too far left"
400039,"She is a liar, a bigot and she is a responsible for Benghazi"
400041,She's a liar.
400044,"She is deceptive, and she is pro abortion."
400045,She kinda sneaky
400050,
400052,She's dishonest and liberal policies
400053,second amend. views
400054,Democrat
400055,Her voice might not be heard
400056,"All the freebies she's offering - college, etc."
400059,Hypocrisy
400062,She has lied over and over
400075,
400076,Pro-abortion
400080,she is not trustworthy
400086,
400089,She a fraud who believes she's above the law
400090,
400093,
400095,Her social policies regarding welfare
400096,she's a liar and a crook
400098,Untrustworthy and untruthful.  She doesn't seem to take resp
400099,
400102,Not truthful
400103,
400108,She lies not for working people
400109,"untrustworthy, pro-war"
400112,Her excuses for past mistakes & she doesn't seem 100% health
400113,"Abortion, border control, taxes"
400119,not sure of her honesty
400120,Liar
400121,She has been lying since the late 80's
400124,Democrat
400126,
400130,There will be no change to government with Hillary same
400131,
400132,
400133,Lack of trust
400134,
400135,Lies
400136,Shown lack of integrity
400143,
400144,
400147,
400154,
400158,
400165,emails
400172,how truthful she is
400174,she's dishonest; self-preservation
400175,CRIMINAL
400176,She is a criminal
400177,
400181,She's a lying liar who lies.
400183,"Liar, anti semite"
400185,"I can't trust her, abortion, 2nd amendment, past"
400187,National Secuirty
400188,
400189,She's a liar
400191,Caught in lies
400194,inappropriate actions
400195,
400198,"Dishonesty, different beliefs"
400200,
400204,I have no confidence in her whatsoever.
400208,Can't be trusted. All she does is lie to cover her ass.
400213,crook and a liar
400214,"Not truthful, criminal"
400223,She a liar
400224,
400230,political lie
400232,"Liar, crooked,"
400234,Untrustworthy
400236,She too was following trump's lead instead of fighting with
400237,
400241,
400243,
400244,Everything about her
400245,emails
400247,I don't think she has taken responsibility where it's due
400248,
400251,Military lies
400255,Not worth voting for
400259,
400262,
400266,
400268,"Arrogant, above the law, dishonest, not trustworthy,"
400269,
400271,Emails; Clinton Foundation; other scandals
400274,Don't trust
400275,
400277,too many lies -
400278,Untrustworthy
400279,Her Creditability
400281,she is dishonest
400282,Credibility
400283,Abortion
400285,trustworthiness
400289,not ready
400290,
400296,"She's a scam, just like her husband, Bill."
400302,Corrupt liberal values
400304,
400305,
400306,She lies
400308,I don't believe her
400312,DONT LIKE HER
400315,
400317,"she is a crook,liar & I would never trust her"
400318,
400320,
400321,lack of honesty
400324,
400330,
400334,She Lies to  the American Public. She let our military down
400339,not trustworty
400342,Dishonesty
400344,Dishonest & Late term abortion
400346,not trustworthy
400347,Liar
400349,
400350,emails health
400351,
400352,dishonesty
400355,She seems to waived back and forth on certain stances
400357,"She lies, steals, wants immigration, bad decision maker"
400360,Email Scandal
400362,
400367,"trust, antigun"
400371,Server conspiracy
400374,
400375,
400376,
400377,She can't be trusted. She's a liar and a criminal
400379,Corrupt
400380,
400382,
400385,
400387,Child abortion
400388,she is pro equal rights.
400394,liar
400397,"Bill, Clinton Foundation, every issue."
400399,Everything about her
400400,Medical health sistem
400401,
400402,Horrible healthcare record - she will carry on w/ Obamas see
400404,"Untrustworthy, career politician"
400406,Breaking the law and dishonesty
400408,The criminal evidence that stands against her
400411,Shaddy liar
400416,I feel like she'll say anything to get elected.
400417,
400418,
400424,lifelong politician - not for the people
400426,her lies
400428,integrity
400439,"Dishonesty, self serving interests, untruthfulness,"
400440,her email server
400441,
400442,experiencia
400444,
400449,we need change and feel when her husband was president she w
400451,she will want to raise taxes on [REDACTED FIELD OF WORK]
400458,
400459,Long-term politician
400460,Dishonesty and her ambitiousness
400464,
400465,I believe she has lied on some issues
400466,Everything else
400471,Lack of conviction
400473,Emails
400481,
400487,
400490,
400494,She cant be trusted
400496,She is two faced and does not care about people
400497,"Lack of honesty, integrity, not trustworthy"
400498,She's an unrepentant liar and corrupt backed by a bias media
400499,DISHONESTY
400500,
400501,Trust
400503,she's sick and a liar
400504,
400505,
400509,
400514,
400517,Trustworthiness.
400523,
400528,
400530,
400531,She's say anything to get elected. Can't trust her.
400532,She is crocked and needs to go to prison
400533,criminality
400534,abortion
400535,
400536,
400542,She is a liar especially when she deleted the emails
400543,"Robotic, same platform for last 35 years"
400544,Her lies
400546,
400549,The Email Scandal
400551,
400553,Integrity; Cover up of lies and Bill as first man
400557,HER POLITICAL RECORD
400560,Can't believe anything she says
400561,"Emails and all the people she got killed ,drug dealing w bil"
400563,Liar
400564,
400565,she is corrupt and a liar. also smug and unlikeable.
400566,
400567,Not truthful
400572,
400573,age and stamina
400576,TIRED/LOOKS SHADY
400578,stooping down to trumps level of bulling and childness
400583,"liar, dishonest, selfish, con artist"
400587,SHE IS A CROOK & LIAR
400588,corruption
400591,She wants to take away the second ammendmont & other things
400592,She broke National Security Laws
400594,40 year criminal career
400596,
400598,She killed hundreds of soldiers
400600,"Benghazi, the fact that she should be in prison"
400603,again untrustworthy
400604,Pro-abortion stance;
400605,Not trustworthy
400607,email scandal
400609,Insufficient experience dealing with world leaders
400614,
400618,has not been truthful
400627,
400628,a multitude of things for the past 30 years
400629,No good
400630,she is dishonest
400636,Bengazi incident
400637,
400648,she is a lier and i dont feel safe if she became president
400649,Not Honest
400651,
400653,
400654,
400657,
400658,I think she isn't as bold in decision making as she could be
400660,a better opponent
400663,She is nuts too
400667,
400668,
400669,
400671,"LIES, ETC"
400677,Integrity
400678,
400679,
400680,calling blacks super predators
400683,Trustworthy?
400685,
400686,Might not be able to handle terrorists
400689,
400691,
400693,She is for abortion
400696,
400697,I don't trust her.
400699,SHE LEAKS INFORMATION
400703,lying corrupt
400704,"Liar, traitor, corrupt"
400705,
400706,"corrupt, flip flops on issues, just to start with"
400707,she's actually a criminal in my pov
400708,
400712,Liar. Crooked. Doesnt seem to care about anything or anyone
400717,
400719,PAC money and ties to interest groups
400727,"Untruthful, elitist, arrogant"
400728,
400732,
400733,She's a terrible person
400735,Trustworthiness
400737,Benghazi and lack of trust. Terrible candidate.
400738,Abortion issues
400739,
400740,so much of her campaign is dictated by who donates to her
400742,Entitlement (Email Transgression)
400745,Demeanor
400750,"Incompetent, lies, and is corrupt"
400753,History
400755,"flipping sides on issues during career, big money"
400756,Does not take responsibility
400757,
400758,
400759,Corrupt
400764,She is not honest
400765,Lieing
400766,Someone more qualified
400768,
400772,lack of truthfullness
400773,
400775,
400777,Taking life as abortionno respect for mili..
400780,
400783,Dishonesty and veering/pandering left in primaries
400788,"Left our people in Bengahazi, lied about it, clinton foundat"
400789,
400796,she is a liar and cannot be trusted
400798,If someone like Colin Powell or Bernie Sanders were running
400802,
400806,
400809,
400815,
400820,
400823,fake
400829,incompetent
400831,Feel that she is untruthful
400833,She appears dishonest.
400834,
400836,
400841,Nominees to the USSC and her political scandals that go back
400846,lying
400857,
400858,She could be the most amoral politician I have ever seen.
400860,
400862,
400863,
400866,
400870,"Lies, corruption, can't be trusted"
400871,I think she's a liar and a thief who abuses her position.
400879,
400880,
400881,
400886,She is a criminal
400887,truth
400892,
400894,I think she need to be a little more aggressive at times.
400896,
400898,She is a criminal
400899,
400905,
400912,Should be a better candidate
400913,
400914,
400917,Questionable integrity
400922,
400923,
400925,
400926,
400927,Liar
400929,
400931,She is a liar
400934,not honest
400935,
400937,
400938,
400941,Dishonest
400945,"they, white house lied about the murder committed"
400947,Her criminal defense of a child rapist.
400948,
400950,Benghazi
400952,dishonest for40 years
400954,
400958,
400959,I feel there is to many lies in her past and now to vote
400960,Taxes
400963,murderer
400965,Untrustworthy
400967,
400968,trust
400969,
400971,her stand on moral and social issues
400977,
400979,
400981,She is a LIAR and is only interested in her personal gains.
400984,Integrity
400988,Not capeable to be president
400989,commander IN cheif
400991,Benghazi
400994,Democrat
400997,
400999,Monsanto and other large corporation allies
401001,She's treasonably corrupt.
401003,
401005,Deception Campaign
401007,Anyone who does illegal things can't run a country.
401009,"benguise attack, lying about emails"
401010,"She seems to be a undercover lier, won't be able to trust"
401011,"Political corruption, Benghazi 2012, change ideals for vote"
401013,Lied & proven unethical
401019,national security
401020,
401021,
401022,"supreme court appointments, honesty"
401028,DO NOT TRUST HER
401029,Comes off as dishonest
401030,
401034,She should be in prison for multiple things not running the
401035,
401037,Privileged Elitist and Dishonesty
401039,"Her scandals, particularly email"
401041,trustworthness
401042,
401043,Abortion
401048,Liar
401049,
401051,No protection for the homeowner
401054,
401055,
401058,
401059,email scandal/Clinton Foundation/may be dishonest
401062,Untrustworthy/her stand on issues
401068,Gun laws
401070,
401071,Dishonesty. Questionable decision making skills.
401072,Age and gender
401073,"SHE'S A CORUPT LIAR, OBAMA CLONE"
401074,criminal
401076,She is shady too much stuff happening around her that s shad
401080,
401082,"political view, email scandal"
401083,
401086,
401089,
401090,
401094,"liar, dishonest, power hungry, ill, awful in many many ways"
401095,
401100,"Demonstrated disregard for the law, even when risking safety"
401102,
401103,"She is a stereotypical politician, not very trustworthy"
401104,
401110,ignorance
401111,her honesty and transparency are still questionable
401112,
401116,She is corrupt
401117,Lier
401122,corruption
401127,
401128,
401130,i don't like her views
401132,
401134,She is a liar.
401135,
401136,Don't trust her.
401142,
401143,the emails and health
401144,
401145,
401150,She has plenty of secrets
401151,She already ran the country once ...she should be in a cell
401152,Lies and certain policies
401153,
401155,lies & cheats
401159,crooked career polititian
401161,Her inability to acknowledge fault.
401163,Her lies
401164,Her failure to act to keep us ciizens safe in Bengazi
401167,
401169,"Can't be truthful, establishment insider, corrupt"
401174,
401178,bengazi
401180,dishonesty
401183,She is corrupt...belongs in jail.
401184,trust
401185,SHE'S DISHONEST
401188,Not truthful
401191,
401195,She is very scandalous and is crooked
401196,
401200,Benghazi
401201,I don't trust her
401207,corrupt
401210,
401211,
401214,
401215,She is hypocritical and has no scruples.
401219,
401220,
401226,Not honest
401227,
401230,"She's a liar, arrogant, a cheat, and a few others."
401233,No trust in her
401235,She is a despicable pathological liar!
401236,
401238,dishonesty
401239,
401243,ACTITUD MENTIROSA
401244,She seems like she's just another puppet with Obama
401245,
401247,Her lying.
401248,Benghazi and hidden emails.
401252,She is a crook
401257,
401258,
401260,
401261,too much controversy
401263,
401267,she is a phoney
401270,Ideology
401271,
401274,
401275,
401278,
401280,she is not honest
401281,
401282,
401283,Not much better than Trump
401289,
401293,
401295,"corrupt, untrustworthy"
401303,She's a liar
401304,She seems like she goes back on what she says.
401306,dont trust her
401309,Dishonesty
401311,
401314,I feel she is dishonest and sneeky
401318,She stands against everything I beleive in
401320,pro-choice
401326,
401330,
401331,I think her past actions speak for themselves.  I do not bel
401335,
401343,"Dishonest, Demeaning, Continue failed Obama policies"
401346,Ethics
401348,
401349,Her voting record and beliefs about all major topics.
401350,Untrustworthy
401351,
401352,"abortion, mishandling emails, not taking ownership in Ben Ga"
401353,Her long career in politics
401354,
401356,"liar, cheater, horrible person"
401359,
401361,
401367,
401369,
401372,Her policies same as obama
401373,
401377,poor judgment re. personal profit and conflicts of interest
401379,"Education loan forgiveness, healthcare modification"
401380,abortion
401381,Honesty
401382,
401387,
401389,unethical
401390,
401391,She and her family are some of the most dishonest people.
401392,
401393,
401397,
401398,Dishonesty
401400,
401402,Dont trust her
401410,Trust
401412,"liar, untrustworthy"
401414,Dishonesty
401416,
401417,Her lack of openess but I understand that is a part of her p
401422,She doesn't take a strong stance in foreign policy.
401423,TAX AND SPEND
401426,Unhappy with the lies she has told
401427,"Her role in the Benghazi tragedy, lies, decrease in military"
401428,her character and honesty
401430,
401431,Don't trust her
401435,you are going to need way more storage on this screen
401436,
401437,"liar, cheat"
401438,Everything she represents.  She is a socialist.
401439,"Lying, obfuscating truth, deceitful"
401441,UNTRUSTWORTHY
401442,She will not change the status quo and she's not Bernie.
401444,Trust issue (for ex.: emails)
401447,She is a liar
401448,
401450,She is a liar
401457,"Lies,corruption"
401461,
401463,
401464,Bill Clinton
401468,Poor health/ dishonest
401469,"She's a liar , A crook , ppl have been killed by her"
401472,
401475,
401476,
401477,
401478,"Her participation in Benghazi, costing American lives"
401482,The lies that she involved with when she sent out all those
401485,Trust issue
401486,
401492,
401496,I think she is too entrenched into Washington.
401501,
401504,
401505,
401511,unamerican
401512,
401513,she lies and hides things
401515,Phony
401516,
401520,Her honesty level and her corruption
401522,Email scandal and her sponsors.
401525,"DISHONESTY, SELF-CENTERED; NO CONCERN FOR COUNTRY"
401527,
401528,"everything else, she is corrupt."
401531,
401537,
401539,
401542,She does not take responsibility for her actions.
401543,
401548,Can't trust her
401552,she cannot tell the truth
401554,
401555,Not trustworthy
401557,shes buying election . plays dumb when in the wrong
401559,"dishonest, lied to Benghazi parents"
401563,
401570,She lacks transparency and honesty.
401571,Liar
401573,She is a disingenuous coniving cunt
401574,All the fraud she is involved in
401576,honesty & I am one of the Deplorables
401579,wall street ties
401580,Not being honest with public
401581,The email scandal is concerning.
401582,
401583,
401584,
401585,
401586,"Lies - Bengazi, emails"
401587,Honesty
401588,She is a lier
401590,
401592,
401593,
401597,Bought by corporation
401598,democrat
401601,
401602,
401603,dishonest
401605,
401607,Dishonesty
401609,Lack of integrity
